Ref,Connectivity,Point.First.Moment,Point.Second.Moment,Visual.Entropy.R2,Visual.Entropy.R3,Visual.Entropy.R4,Visual.Entropy.R5,Visual.Entropy.R6,Visual.Entropy.R7,Visual.Integration..HH..R2,Visual.Integration..HH..R3,Visual.Integration..HH..R4,Visual.Integration..HH..R5,Visual.Integration..HH..R6,Visual.Integration..HH..R7,Visual.Integration..P.value..R2,Visual.Integration..P.value..R3,Visual.Integration..P.value..R4,Visual.Integration..P.value..R5,Visual.Integration..P.value..R6,Visual.Integration..P.value..R7,Visual.Integration..Tekl..R2,Visual.Integration..Tekl..R3,Visual.Integration..Tekl..R4,Visual.Integration..Tekl..R5,Visual.Integration..Tekl..R6,Visual.Integration..Tekl..R7,Visual.Mean.Depth.R2,Visual.Mean.Depth.R3,Visual.Mean.Depth.R4,Visual.Mean.Depth.R5,Visual.Mean.Depth.R6,Visual.Mean.Depth.R7,Visual.Node.Count.R2,Visual.Node.Count.R3,Visual.Node.Count.R4,Visual.Node.Count.R5,Visual.Node.Count.R6,Visual.Node.Count.R7,Visual.Relativised.Entropy.R2,Visual.Relativised.Entropy.R3,Visual.Relativised.Entropy.R4,Visual.Relativised.Entropy.R5,Visual.Relativised.Entropy.R6,Visual.Relativised.Entropy.R7,i,j,x,y,risk
2490392,68,185052.05,615440000,0.98811084,1.4087042,1.5257072,1.5750132,1.988374,2.0508699,8.4464035,4.2999125,3.0811563,2.5675368,2.4132686,2.4019678,1.6898339,0.70533383,0.4190391,0.29714194,0.26846573,0.26677242,0.97162175,0.83586854,0.79784161,0.78761375,0.7845909,0.78429604,1.5641025,2.3846154,3.3608696,4.3491583,4.7103844,4.7340674,157,365,921,2318,2967,2998,2.1531234,2.4735692,2.9773326,3.3955858,3.1534297,3.1043169,38,24,-51800,-25200,10
2490393,73,225357.16,872200000,0.99703383,1.4125284,1.5272202,1.5756139,1.9888433,2.0513344,8.9552231,4.342998,3.0882657,2.5691922,2.4143655,2.4030414,1.7916311,0.71240127,0.42000598,0.29733351,0.26858774,0.26689166,0.98448402,0.83720994,0.79808098,0.78767043,0.78462923,0.78433365,1.5320513,2.3708792,3.3554349,4.3470006,4.7086987,4.732399,157,365,921,2318,2967,2998,2.1136069,2.4651382,2.9767039,3.3961403,3.1540573,3.10495,38,25,-51800,-24500,10
2490394,74,257630.92,1107890000,0.99710852,1.4202306,1.5302677,1.5768239,1.9897885,2.0522697,8.9953184,4.369266,3.0925469,2.5701866,2.415024,2.403686,1.7938943,0.71671015,0.42058823,0.29744858,0.26866102,0.26696327,0.98471653,0.83802336,0.79822493,0.78770447,0.78465217,0.78435618,1.5316455,2.3626373,3.3521738,4.3457055,4.7076869,4.7313981,159,365,921,2318,2967,2998,2.1131389,2.4523365,2.9732788,3.3952646,3.1534898,3.1043956,38,26,-51800,-23800,10
2490398,186,1118750.5,8579409900,0.71342671,1.3995398,1.7876527,2.1028628,2.1863427,2.1863427,9.1022415,6.4359665,4.4073167,4.0115218,3.9448812,3.9448812,1.2305062,0.8023091,0.50080597,0.44664434,0.43813476,0.43813476,0.92825168,0.87938607,0.83848757,0.82988793,0.82837951,0.82837951,1.8042105,2.2375839,2.988054,3.2301695,3.273607,3.273607,951,1491,2596,2951,2998,2998,2.6280959,2.3406096,2.5323465,2.3942909,2.3466575,2.3466575,38,30,-51800,-21000,6
2490399,187,1037260.7,7494060000,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,38,31,-51800,-20300,4
2490400,187,955945.5,6421940200,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,38,32,-51800,-19600,4
2490401,187,889036.19,5534060000,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,38,33,-51800,-18900,4
2490402,187,837117.25,4830420000,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,38,34,-51800,-18200,4
2490403,187,800398.94,4311020000,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,38,35,-51800,-17500,4
2490404,189,797320.62,4147850000,0.71939725,1.403281,1.7898009,2.1047525,2.1882029,2.1882029,9.1376171,6.4499578,4.4107366,4.0139623,3.9471984,3.9471984,1.2350461,0.80405325,0.50119454,0.44691604,0.4383921,0.4383921,0.92877704,0.8796401,0.83856362,0.82994533,0.82843465,0.82843465,1.8012618,2.2348993,2.9865124,3.2288136,3.2722723,3.2722723,952,1491,2596,2951,2998,2998,2.6199586,2.3354518,2.5300288,2.3924048,2.3448267,2.3448267,38,36,-51800,-16800,4
2490405,189,789464.12,3974390000,0.71939725,1.403281,1.7898009,2.1047525,2.1882029,2.1882029,9.1376171,6.4499578,4.4107366,4.0139623,3.9471984,3.9471984,1.2350461,0.80405325,0.50119454,0.44691604,0.4383921,0.4383921,0.92877704,0.8796401,0.83856362,0.82994533,0.82843465,0.82843465,1.8012618,2.2348993,2.9865124,3.2288136,3.2722723,3.2722723,952,1491,2596,2951,2998,2998,2.6199586,2.3354518,2.5300288,2.3924048,2.3448267,2.3448267,38,37,-51800,-16100,4
2490406,190,804486.75,4053770000,0.72150731,1.4046278,1.7905742,2.1054327,2.1888723,2.1888723,9.1496248,6.4534655,4.4115925,4.0145731,3.9477782,3.9477782,1.2366691,0.80449045,0.50129181,0.44698402,0.43845648,0.43845648,0.92896086,0.8797037,0.83858269,0.82995969,0.82844841,0.82844841,1.8002104,2.2342281,2.9861271,3.2284746,3.2719386,3.2719386,952,1491,2596,2951,2998,2998,2.6170743,2.3338199,2.529253,2.3917606,2.3441989,2.3441989,38,38,-51800,-15400,4
2490407,191,833703.19,4316409900,0.72318679,1.4063129,1.7999516,2.1136818,2.1969919,2.1969919,9.1611271,6.4176168,4.4330955,4.0298982,3.9623263,3.9623263,1.2379812,0.79789478,0.50373524,0.44869033,0.44007227,0.44007227,0.92911947,0.87897813,0.83906001,0.83031958,0.82879382,0.82879382,1.7993697,2.2445474,2.9764934,3.22,3.263597,3.263597,953,1514,2596,2951,2998,2998,2.6147752,2.3402405,2.5130968,2.3785062,2.3313141,2.3313141,38,39,-51800,-14700,4
2490408,193,879792.25,4755449900,0.72735679,1.4089367,1.8014814,2.1150274,2.1983166,2.1983166,9.1852674,6.4244404,4.4348249,4.0311289,3.9634948,3.9634948,1.2412434,0.79874313,0.5039317,0.44882742,0.44020203,0.44020203,0.92948812,0.87910199,0.83909827,0.83034843,0.82882154,0.82882154,1.7972689,2.2432253,2.9757226,3.219322,3.2629297,3.2629297,953,1514,2596,2951,2998,2998,2.6090543,2.3370628,2.5115583,2.3772297,2.3300705,2.3300705,38,40,-51800,-14000,4
2490409,193,926421.19,5297390100,0.72735679,1.4089367,1.8014814,2.1150274,2.1983166,2.1983166,9.1852674,6.4244404,4.4348249,4.0311289,3.9634948,3.9634948,1.2412434,0.79874313,0.5039317,0.44882742,0.44020203,0.44020203,0.92948812,0.87910199,0.83909827,0.83034843,0.82882154,0.82882154,1.7972689,2.2432253,2.9757226,3.219322,3.2629297,3.2629297,953,1514,2596,2951,2998,2998,2.6090543,2.3370628,2.5115583,2.3772297,2.3300705,2.3300705,38,41,-51800,-13300,4
2490410,195,1001387.8,6135289900,0.73614746,1.4140967,1.8050525,2.1045477,2.1880012,2.1880012,9.2163744,6.355679,4.4251161,4.0609021,3.9917467,3.9917467,1.2481507,0.78821874,0.50175101,0.45214233,0.44333979,0.44333979,0.93015689,0.87778294,0.83892059,0.83104438,0.82948935,0.82948935,1.7927736,2.2599349,2.9844108,3.2030509,3.2469137,3.2469137,942,1536,2631,2951,2998,2998,2.5969326,2.3455381,2.5113864,2.3734934,2.3267055,2.3267055,38,42,-51800,-12600,4
2490413,618,9089326,175988880000,0.98057401,1.5453686,1.8928396,1.9796131,1.9796131,1.9796131,13.668831,7.3590789,6.3350463,6.1737304,6.1737304,6.1737304,1.70636,0.83657849,0.70534641,0.68567991,0.68567991,0.68567991,0.97745854,0.89199406,0.87538415,0.87265986,0.87265986,0.87265986,1.5818673,2.1901083,2.4122033,2.4527862,2.4527862,2.4527862,1479,2589,2951,2998,2998,2998,2.1772075,2.2015603,2.0587084,2.0132954,2.0132954,2.0132954,38,45,-51800,-10500,2
2490414,710,10259472,193948370000,0.99888885,1.5558281,1.9020157,1.9886453,1.9886453,1.9886453,15.306243,7.5856633,6.4781055,6.3069968,6.3069968,6.3069968,1.9107677,0.86233664,0.72127467,0.70048106,0.70048106,0.70048106,0.99410444,0.8953743,0.87773585,0.87488979,0.87488979,0.87488979,1.5196211,2.1545596,2.381017,2.4220889,2.4220889,2.4220889,1479,2589,2951,2998,2998,2998,2.099628,2.1745443,2.0394287,1.995066,1.995066,1.995066,38,46,-51800,-9800,2
2490415,733,10645195,199967050000,0.99995244,1.5564355,1.9025486,1.9891698,1.9891698,1.9891698,15.778785,7.6445069,6.5148859,6.3412175,6.3412175,6.3412175,1.9697578,0.86902589,0.72536981,0.70428175,0.70428175,0.70428175,0.99867493,0.8962397,0.87833405,0.87545663,0.87545663,0.87545663,1.5040596,2.1456723,2.3732204,2.4144144,2.4144144,2.4144144,1479,2589,2951,2998,2998,2998,2.0831792,2.1696663,2.0362782,1.9921548,1.9921548,1.9921548,38,47,-51800,-9100,2
2490416,732,10719352,201535540000,0.99992579,1.5566466,1.9027337,1.9893521,1.9893521,1.9893521,15.749107,7.6445069,6.5148859,6.3412175,6.3412175,6.3412175,1.9658214,0.86902589,0.72536981,0.70428175,0.70428175,0.70428175,0.99837255,0.8962397,0.87833405,0.87545663,0.87545663,0.87545663,1.505071,2.1456723,2.3732204,2.4144144,2.4144144,2.4144144,1480,2589,2951,2998,2998,2998,2.0842128,2.1692948,2.0359523,1.991834,1.991834,1.991834,38,48,-51800,-8400,2
2490417,689,10165227,192907610000,0.99598759,1.5559729,1.8999509,1.9866129,1.9866129,1.9866129,14.823154,7.552177,6.4701648,6.2996068,6.2996068,6.2996068,1.8480736,0.85826433,0.72039056,0.69966024,0.69966024,0.69966024,0.98914361,0.89486957,0.87760633,0.87476707,0.87476707,0.87476707,1.5372733,2.1600463,2.3827119,2.4237571,2.4237571,2.4237571,1490,2594,2951,2998,2998,2998,2.1197031,2.1757061,2.0392611,1.9948598,1.9948598,1.9948598,38,49,-51800,-7700,2
2555911,142,849575.5,6574819800,0.7196815,1.1829181,1.7093335,1.8255905,1.8255905,1.8255905,8.6278315,5.3226485,4.4508252,4.3700895,4.3700895,4.3700895,1.2316751,0.62846494,0.49608752,0.48536015,0.48536015,0.48536015,0.92553246,0.85742664,0.83979475,0.83809906,0.83809906,0.83809906,1.8011204,2.5826426,3.0078499,3.0523858,3.0523858,3.0523858,715,2052,2931,2998,2998,2998,2.6195705,2.7867849,2.5687628,2.488014,2.488014,2.488014,39,7,-51100,-37100,2
2555912,153,986217.38,8519139800,0.74959528,1.1933317,1.7166231,1.8327171,1.8327171,1.8327171,8.7970047,5.3407474,4.4591632,4.3779187,4.3779187,4.3779187,1.2558256,0.63060188,0.49701682,0.48622969,0.48622969,0.48622969,0.92837179,0.85778683,0.83997589,0.83827102,0.83827102,0.83827102,1.7857143,2.5772793,3.0040956,3.0487154,3.0487154,3.0487154,715,2052,2931,2998,2998,2998,2.5782213,2.7752042,2.5614839,2.4809759,2.4809759,2.4809759,39,8,-51100,-36400,2
2555913,168,1185596.8,11227370000,0.79050136,1.2025847,1.7231002,1.8390493,1.8390493,1.8390493,9.0465164,5.3556471,4.4660082,4.3843455,4.3843455,4.3843455,1.2935747,0.63236117,0.49777979,0.48694342,0.48694342,0.48694342,0.9326582,0.85808259,0.84012437,0.83841205,0.83841205,0.83841205,1.7627119,2.5728912,3.001024,3.0457125,3.0457125,3.0457125,709,2052,2931,2998,2998,2998,2.5198841,2.7661986,2.5558605,2.4755421,2.4755421,2.4755421,39,9,-51100,-35700,2
2555914,170,1266407.5,12380830000,0.80032891,1.1983507,1.7201364,1.8361518,1.8361518,1.8361518,9.0931101,5.3440514,4.4606824,4.3793454,4.3793454,4.3793454,1.3034949,0.630992,0.49718618,0.48638812,0.48638812,0.48638812,0.93367606,0.85785246,0.84000885,0.83830231,0.83830231,0.83830231,1.7567954,2.5763042,3.003413,3.048048,3.048048,3.048048,700,2052,2931,2998,2998,2998,2.5055034,2.7730069,2.5600965,2.4796338000000002,2.4796338000000002,2.4796338000000002,39,10,-51100,-35000,2
2555917,95,439518.19,2606309900,0.99610531,1.4823875,1.5571322,1.5874909,1.9981215,2.0605166,10.663738,4.7478766,3.152271,2.5838525,2.4240618,2.4125311,2.0673692,0.77835,0.42871076,0.29903013,0.2696664,0.26794562,1.0160249,0.84937453,0.80021805,0.78817117,0.7849673,0.78466535,1.4632769,2.2547946,3.3076086,4.3280106,4.6938639,4.7177176,178,366,921,2318,2967,2998,2.0455976,2.3283033,2.9437487,3.3902845,3.1512063,3.1022356,39,13,-51100,-32900,6
2555918,98,410363.72,2263310100,0.99950564,1.3322363,1.3487051,1.7864411,2.1253767,2.165571,10.364199,4.4923735,3.2262781,2.8368087,2.6674492,2.6574812,1.9722047,0.68691218,0.39953297,0.32337674,0.29653832,0.29515079,1.0046943,0.84015262,0.80565435,0.79723108,0.79316342,0.79289359,1.4869109,2.4299803,3.4857881,4.0786161,4.3591809,4.3750415,192,508,1549,2545,2980,2998,2.0664029,2.5859613,3.1999338,3.070971,2.8874452,2.8574615,39,14,-51100,-32200,6
2555919,107,430451.69,2298100000,0.88197654,1.304094,1.4870182,1.9196335,1.9828404,1.9828404,8.4671774,4.8600373,3.57832,3.2530646,3.2312083,3.2312083,1.3956635,0.66096801,0.4141202,0.36188942,0.35887128,0.35887128,0.93865246,0.8481496,0.817927,0.81060159,0.81006485,0.81006485,1.6994382,2.4967391,3.4031074,3.7525287,3.7757757,3.7757757,357,921,2318,2967,2998,2998,2.3782094,2.6288424,3.0142841,2.7898719,2.7426589,2.7426589,39,15,-51100,-31500,6
2555920,114,447355.78,2320150000,0.89974374,1.3193771,1.4930866,1.9243741,1.9875319,1.9875319,8.6844749,4.9027629,3.5860486,3.2578533,3.2358758,3.2358758,1.4271262,0.66677868,0.41501462,0.36242214,0.35938969,0.35938969,0.94256502,0.84917796,0.81813169,0.81073397,0.81019443,0.81019443,1.6842105,2.4836957,3.3979282,3.7484827,3.7717717,3.7717717,362,921,2318,2967,2998,2998,2.347858,2.6077991,3.0082564,2.7857349,2.7386005,2.7386005,39,16,-51100,-30800,8
2555921,117,446139.72,2225580000,0.90878415,1.3229244,1.4944952,1.9254744,1.9886209,1.9886209,8.7912512,4.9135623,3.587986,3.2590528,3.237045,3.237045,1.4446727,0.6682474,0.41523886,0.36255556,0.35951954,0.35951954,0.94466037,0.84943682,0.81818289,0.81076711,0.81022686,0.81022686,1.6759002,2.4804349,3.3966336,3.7474713,3.7707708,3.7707708,362,921,2318,2967,2998,2998,2.3318665,2.6033599,3.0070803,2.7849593,2.7378418,2.7378418,39,17,-51100,-30100,8
2555922,116,440401.09,2188340000,0.90870208,1.3178397,1.4924762,1.9238973,1.9870601,1.9870601,8.7727699,4.8991737,3.5854032,3.2574537,3.2354865,3.2354865,1.4442651,0.66629058,0.41493997,0.36237767,0.35934645,0.35934645,0.94455224,0.84909183,0.81811458,0.81072295,0.81018358,0.81018358,1.6759777,2.4847827,3.39836,3.7488201,3.7721055,3.7721055,359,921,2318,2967,2998,2998,2.3320136,2.6109855,3.0093267,2.7865231,2.7393777,2.7393777,39,18,-51100,-29400,8
2555923,115,452602.78,2341710100,0.90571302,1.3166766,1.4920143,1.9235364,1.9867029,1.9867029,8.7366686,4.8955898,3.5847583,3.2570543,3.2350969,3.2350969,1.4383216,0.66580319,0.41486529,0.36233324,0.35930318,0.35930318,0.94384319,0.84900576,0.81809753,0.81071186,0.8101728,0.8101728,1.6787709,2.4858696,3.3987916,3.7491572,3.772439,3.772439,359,921,2318,2967,2998,2998,2.3373456,2.6124439,3.0097108,2.7867756,2.7396245,2.7396245,39,19,-51100,-28700,8
2555924,98,422091.88,2427950100,0.84678453,1.2937458,1.4829093,1.9164237,1.9796638,1.9796638,8.1654243,4.8354564,3.573827,3.2502778,3.2284915,3.2284915,1.3442775,0.65762496,0.41360024,0.36157939,0.35856956,0.35856956,0.93236566,0.84755498,0.81780785,0.81052446,0.80998939,0.80998939,1.726257,2.5043478,3.4061286,3.7548888,3.7781115,3.7781115,359,921,2318,2967,2998,2998,2.4350863,2.6402874,3.0174832,2.7920387,2.7447824,2.7447824,39,20,-51100,-28000,8
2555926,68,186544.94,587510020,0.98811084,1.4087042,1.5257072,1.5750132,1.988374,2.0508699,8.4464035,4.2999125,3.0811563,2.5675368,2.4132686,2.4019678,1.6898339,0.70533383,0.4190391,0.29714194,0.26846573,0.26677242,0.97162175,0.83586854,0.79784161,0.78761375,0.7845909,0.78429604,1.5641025,2.3846154,3.3608696,4.3491583,4.7103844,4.7340674,157,365,921,2318,2967,2998,2.1531234,2.4735692,2.9773326,3.3955858,3.1534297,3.1043169,39,22,-51100,-26600,10
2555927,76,210472.27,696780030,0.99895948,1.421034,1.5305856,1.5769502,1.9898871,2.0523674,9.214716,4.3869553,3.0954077,2.5708499,2.4154634,2.4041159,1.8376478,0.71961182,0.42097729,0.29752535,0.2687099,0.26701102,0.99010134,0.83856928,0.79832107,0.78772718,0.78466755,0.78437126,1.5189873,2.3571429,3.3499999,4.3448424,4.7070127,4.7307305,159,365,921,2318,2967,2998,2.0989354,2.4496305,2.9733078,3.3955998,3.1538293,3.1047366,39,23,-51100,-25900,10
2555928,79,232005.31,847699970,1,1.4214857,1.5307643,1.5770211,1.9899426,2.0524223,9.564642,4.4137597,3.099709,2.5718453,2.4161227,2.4047613,1.9074318,0.72400868,0.42156228,0.29764056,0.26878321,0.26708269,0.9985469,0.83939362,0.79846543,0.78776121,0.78469056,0.78439385,1.5,2.348901,3.3467391,4.3435478,4.7060013,4.7297297,159,365,921,2318,2967,2998,2.0790801,2.4462907,2.9736459,3.3962204,3.1544311,3.1053395,39,24,-51100,-25200,10
2555929,80,257214.28,1044680000,0.99988443,1.4214355,1.5307444,1.5770133,1.9899365,2.0524161,9.6872663,4.4227672,3.1011453,2.5721774,2.4163425,2.4049764,1.9318861,0.72548622,0.42175761,0.29767898,0.26880768,0.26710656,1.0014666,0.83966988,0.79851365,0.7877726,0.78469825,0.78440136,1.4936709,2.3461537,3.3456521,4.3431163,4.7056642,4.7293959,159,365,921,2318,2967,2998,2.0728471,2.4453688,2.9738371,3.3964586,3.1546562,3.1055646,39,25,-51100,-24500,10
2555930,82,303919.44,1420020000,0.99928653,1.4249506,1.5321351,1.5775654,1.9903678,2.0528431,9.8932724,4.4500122,3.1054626,2.573174,2.4170022,2.405622,1.9698451,0.72995532,0.42234474,0.29779431,0.26888108,0.2671783,1.0059032,0.84050316,0.79865837,0.78780663,0.78472126,0.78442395,1.4842768,2.3379121,3.3423913,4.3418212,4.7046528,4.728395,160,365,921,2318,2967,2998,2.063951,2.4377697,2.972506,3.3964181,3.1547418,3.1056564,39,26,-51100,-23800,10
2555934,187,1153799.5,9089500200,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,39,30,-51100,-21000,4
2555935,187,1060960.8,7833140200,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,39,31,-51100,-20300,4
2555936,187,981511.31,6761019900,0.71556717,1.4009045,1.7884364,2.1035521,2.1870213,2.1870213,9.114171,6.4394588,4.4081712,4.0121317,3.9454603,3.9454603,1.2321188,0.80274439,0.50090307,0.44671223,0.43819907,0.43819907,0.92843485,0.87944955,0.83850658,0.82990229,0.82839328,0.82839328,1.8031579,2.2369127,2.9876685,3.2298305,3.2732732,3.2732732,951,1491,2596,2951,2998,2998,2.6251826,2.3389606,2.5315604,2.3936377,2.3460212,2.3460212,39,32,-51100,-19600,4
2555937,188,927226.56,5986820100,0.71769756,1.4022629,1.7892163,2.1042383,2.1876967,2.1876967,9.126132,6.4429545,4.4090261,4.0127416,3.9460394,3.9460394,1.2337358,0.80318022,0.50100017,0.44678015,0.43826339,0.43826339,0.92861831,0.87951303,0.83852559,0.8299166,0.82840705,0.82840705,1.8021053,2.2362416,2.9872832,3.2294915,3.2729397,3.2729397,951,1491,2596,2951,2998,2998,2.6222787,2.3373182,2.5307784,2.3929877,2.3453877,2.3453877,39,33,-51100,-18900,4
2555938,189,888248.38,5404210200,0.71939725,1.403281,1.7898009,2.1047525,2.1882029,2.1882029,9.1376171,6.4499578,4.4107366,4.0139623,3.9471984,3.9471984,1.2350461,0.80405325,0.50119454,0.44691604,0.4383921,0.4383921,0.92877704,0.8796401,0.83856362,0.82994533,0.82843465,0.82843465,1.8012618,2.2348993,2.9865124,3.2288136,3.2722723,3.2722723,952,1491,2596,2951,2998,2998,2.6199586,2.3354518,2.5300288,2.3924048,2.3448267,2.3448267,39,34,-51100,-18200,4
2555939,188,842298.88,4760350200,0.72449028,1.4072069,1.792055,2.1067355,2.1901546,2.1901546,9.1344385,6.3874717,4.3953891,4.0030036,3.9367929,3.9367929,1.2387817,0.79626369,0.49945059,0.44569588,0.4372364,0.4372364,0.9290269,0.87850249,0.83822185,0.8296873,0.82818693,0.82818693,1.7987152,2.24698,2.993449,3.2349153,3.2782784,3.2782784,935,1491,2596,2951,2998,2998,2.6129887,2.3413455,2.5305271,2.3921583,2.3444686,2.3444686,39,35,-51100,-17500,4
2555940,187,813424.75,4341400100,0.72235614,1.4058691,1.7912869,2.1060598,2.1894896,2.1894896,9.1222105,6.3840361,4.3945394,4.0023966,3.9362164,3.9362164,1.2371234,0.79583538,0.49935406,0.44562829,0.43717238,0.43717238,0.92883879,0.87843966,0.83820289,0.82967299,0.82817322,0.82817322,1.7997859,2.2476511,2.9938343,3.2352543,3.2786119,3.2786119,935,1491,2596,2951,2998,2998,2.6159127,2.342963,2.5312965,2.392797,2.3450909,2.3450909,39,36,-51100,-16800,4
2555941,188,817584.5,4274759900,0.72449028,1.4072069,1.792055,2.1067355,2.1901546,2.1901546,9.1344385,6.3874717,4.3953891,4.0030036,3.9367929,3.9367929,1.2387817,0.79626369,0.49945059,0.44569588,0.4372364,0.4372364,0.9290269,0.87850249,0.83822185,0.8296873,0.82818693,0.82818693,1.7987152,2.24698,2.993449,3.2349153,3.2782784,3.2782784,935,1491,2596,2951,2998,2998,2.6129887,2.3413455,2.5305271,2.3921583,2.3444686,2.3444686,39,37,-51100,-16100,4
2555942,189,836479,4396769800,0.72618562,1.4082243,1.8010659,2.1146619,2.1979568,2.1979568,9.1461382,6.353508,4.4167342,4.0182405,3.9512599,3.9512599,1.2401202,0.7899242,0.50187606,0.44739234,0.43884319,0.43884319,0.92918885,0.87780941,0.83869696,0.83004594,0.82853115,0.82853115,1.797861,2.2571051,2.983815,3.2264407,3.2699366,3.2699366,936,1514,2596,2951,2998,2998,2.6106629,2.3481977,2.5147715,2.3792508,2.3319242,2.3319242,39,38,-51100,-15400,4
2555943,188,854011.19,4572680200,0.73141122,1.4106477,1.8024789,2.115905,2.1991804,2.1991804,9.143651,6.2939439,4.4013448,4.0072579,3.9408329,3.9408329,1.2440494,0.78251868,0.50012738,0.44616961,0.43768513,0.43768513,0.92945832,0.87671572,0.83835459,0.82978755,0.82828319,0.82828319,1.795207,2.269002,2.9907515,3.2325423,3.2759426,3.2759426,919,1514,2596,2951,2998,2998,2.6034739,2.3552761,2.51612,2.3797507,2.3323007,2.3323007,39,39,-51100,-14700,4
2555944,184,872601.81,4891180000,0.72279871,1.4054222,1.7994323,2.1132247,2.1965423,2.1965423,9.0938215,6.280859,4.3979397,4.0048261,3.9385233,3.9385233,1.2372699,0.78089184,0.49974042,0.4458988,0.43742859,0.43742859,0.92868865,0.87647444,0.83827871,0.82973027,0.82822818,0.82822818,1.7995642,2.2716458,2.9922929,3.2338984,3.2772772,3.2772772,919,1514,2596,2951,2998,2998,2.6153066,2.3615646,2.5191731,2.3822844,2.3347688,2.3347688,39,40,-51100,-14000,4
2555945,181,908522.94,5390000100,0.7210452,1.4021602,1.7977374,2.0980263,2.181582,2.181582,9.0623169,6.2032533,4.383956,4.0305133,3.9629104,3.9629104,1.2357761,0.76940203,0.49708402,0.44875887,0.44013715,0.44013715,0.92840165,0.87497878,0.83800578,0.83033401,0.82880765,0.82880765,1.800441,2.2907431,3.0030417,3.219661,3.2632632,3.2632632,908,1535,2631,2951,2998,2998,2.6177065,2.3787971,2.5244036,2.3834169,2.3361542,2.3361542,39,41,-51100,-13300,4
2555946,170,927311.56,5989270000,0.71172082,1.3903052,1.7922763,2.091882,2.175534,2.175534,8.940567,6.0545187,4.3493209,4.0078669,3.9414108,3.9414108,1.2282481,0.75044668,0.49306694,0.44623736,0.4377493,0.4377493,0.92715234,0.87217605,0.83723432,0.82980186,0.8282969,0.8282969,1.8050458,2.3233767,3.0193696,3.2322035,3.275609,3.275609,873,1541,2634,2951,2998,2998,2.6304142,2.4134064,2.5342672,2.3906555,2.3430407,2.3430407,39,42,-51100,-12600,4
