Ref,Connectivity,Point.First.Moment,Point.Second.Moment,Visual.Entropy.R2,Visual.Entropy.R3,Visual.Entropy.R4,Visual.Entropy.R5,Visual.Entropy.R6,Visual.Entropy.R7,Visual.Integration..HH..R2,Visual.Integration..HH..R3,Visual.Integration..HH..R4,Visual.Integration..HH..R5,Visual.Integration..HH..R6,Visual.Integration..HH..R7,Visual.Integration..P.value..R2,Visual.Integration..P.value..R3,Visual.Integration..P.value..R4,Visual.Integration..P.value..R5,Visual.Integration..P.value..R6,Visual.Integration..P.value..R7,Visual.Integration..Tekl..R2,Visual.Integration..Tekl..R3,Visual.Integration..Tekl..R4,Visual.Integration..Tekl..R5,Visual.Integration..Tekl..R6,Visual.Integration..Tekl..R7,Visual.Mean.Depth.R2,Visual.Mean.Depth.R3,Visual.Mean.Depth.R4,Visual.Mean.Depth.R5,Visual.Mean.Depth.R6,Visual.Mean.Depth.R7,Visual.Node.Count.R2,Visual.Node.Count.R3,Visual.Node.Count.R4,Visual.Node.Count.R5,Visual.Node.Count.R6,Visual.Node.Count.R7,Visual.Relativised.Entropy.R2,Visual.Relativised.Entropy.R3,Visual.Relativised.Entropy.R4,Visual.Relativised.Entropy.R5,Visual.Relativised.Entropy.R6,Visual.Relativised.Entropy.R7,i,j,x,y,risk
65560,193,1407312,12320070000,0.99885702,1.3412246,1.6635954,2.0593443,2.2695723,2.2695723,11.722281,5.204998,3.8086689,3.3416324,3.1981466,3.1981466,1.8820353,0.6904968,0.44703981,0.37498921,0.35519931,0.35519931,0.99222809,0.85587877,0.82350141,0.81267923,0.80914289,0.80914289,1.5199004,2.4344106,3.2253058,3.6558604,3.8044713,3.8044713,403,1053,2127,2808,2998,2998,2.0999339,2.5760717,2.7764709,2.6461301,2.5360014,2.5360014,1,24,-77700,-25200,8
65561,203,1456436.4,12979120000,0.99840945,1.3780676,1.6818264,2.0731523,2.2825048,2.2825048,11.799395,5.3249779,3.8362384,3.3569422,3.2111361,3.2111361,1.8711296,0.70641339,0.45027578,0.37670729,0.35664201,0.35664201,0.9910804,0.85855198,0.82420391,0.81309605,0.809506,0.809506,1.5234742,2.4020913,3.2093132,3.6437478,3.7931263,3.7931263,427,1053,2127,2808,2998,2998,2.1038811,2.5197082,2.7551682,2.6321998,2.5236092,2.5236092,1,25,-77700,-24500,6
65562,218,1612684.1,15594250000,0.9996025,1.3785506,1.6820655,2.0733333,2.2826746,2.2826746,12.650312,5.3796864,3.8485289,3.3637414,3.2169006000000002,3.2169006000000002,2.0060668,0.71367103,0.45171836,0.37747025,0.35728222,0.35728222,1.0040101,0.85975641,0.82451588,0.8132807,0.80966675,0.80966675,1.4882629,2.3878326,3.2022579,3.6384039,3.7881215,3.7881215,427,1053,2127,2808,2998,2998,2.0676742,2.5145917,2.7556045,2.6335118,2.5251286,2.5251286,1,26,-77700,-23800,4
65563,228,1699868.4,16990260000,0.99641961,1.3772619,1.6814277,2.0728502,2.282222,2.282222,13.289218,5.4167876,3.8567662,3.3682895,3.2207551,3.2207551,2.1073835,0.71859288,0.45268524,0.37798062,0.3577103,0.3577103,1.0133644,0.86056817,0.8247245,0.81340402,0.80977416,0.80977416,1.4647887,2.3783269,3.1975541,3.6348414,3.7847848,3.7847848,427,1053,2127,2808,2998,2998,2.0468483,2.5127234,2.75668,2.6349838,2.5267017,2.5267017,1,27,-77700,-23100,4
65564,246,1911753.6,20287959000,0.98261541,1.3716719,1.6786616,2.0707552,2.2802598,2.2802598,14.618139,5.4848757,3.8716829,3.376507,3.2277162,3.2277162,2.3181217,0.72762549,0.45443606,0.37890276,0.35848346,0.35848346,1.0319635,0.86204749,0.82510149,0.81362659,0.80996782,0.80996782,1.4225352,2.3612168,3.1890874,3.6284289,3.7787788,3.7787788,427,1053,2127,2808,2998,2998,2.016063,2.5124919,2.7602088,2.6388464,2.5306704,2.5306704,1,28,-77700,-22400,4
65565,257,2031552.1,22056370000,0.9698441,1.3679473,1.6768186,2.0693595,2.2789524,2.2789524,15.522721,5.5312271,3.8816915,3.3820076,3.232374,3.232374,2.4603443,0.73377442,0.45561081,0.37952006,0.35900074,0.35900074,1.0439062,0.86304688,0.8253538,0.8137753,0.81009722,0.81009722,1.3981265,2.3498099,3.1834431,3.6241539,3.7747748,3.7747748,428,1053,2127,2808,2998,2998,2.0022545,2.511842,2.7623472,2.6412637,2.5331695,2.5331695,1,29,-77700,-21700,4
65566,255,1973868.6,21135170000,0.97257078,1.3690541,1.6773663,2.0697742,2.279341,2.279341,15.342224,5.5234475,3.8800199,3.3810897,3.2315967,3.2315967,2.4317358,0.73274243,0.45541459,0.37941703,0.35891443,0.35891443,1.0415343,0.86287957,0.82531166,0.81375051,0.81007564,0.81007564,1.4028103,2.351711,3.1843839,3.6248665,3.7754421,3.7754421,428,1053,2127,2808,2998,2998,2.0046756,2.511404,2.7617188,2.6406546,2.5325599,2.5325599,1,30,-77700,-21000,4
65567,253,1930784.5,20438391000,0.9751659,1.3701074,1.6778874,2.070169,2.2797108,2.2797108,15.165877,5.5156898,3.8783495,3.380172,3.2308199,3.2308199,2.4037848,0.73171329,0.45521855,0.37931406,0.35882816,0.35882816,1.0392004,0.86271256,0.82526958,0.81372571,0.81005406,0.81005406,1.4074942,2.3536122,3.1853247,3.6255789,3.7761095,3.7761095,428,1053,2127,2808,2998,2998,2.0072057,2.5110176,2.7611165,2.6400652,2.5319686,2.5319686,1,31,-77700,-20300,4
65568,256,1984235.1,21358610000,0.97122395,1.3685074,1.6770958,2.0695693,2.2791491,2.2791491,15.431945,5.5273342,3.8808556,3.3815486,3.2319853,3.2319853,2.4459562,0.73325807,0.45551267,0.37946853,0.35895759,0.35895759,1.0427154,0.8629632,0.8253327,0.8137629,0.81008643,0.81008643,1.4004683,2.3507605,3.1839135,3.62451,3.7751083,3.7751083,428,1053,2127,2808,2998,2998,2.0034513,2.5116167,2.7620296,2.6409566,2.5328624,2.5328624,1,32,-77700,-19600,4
65569,258,2033358.1,22143590000,0.96843123,1.3673738,1.6765349,2.0691445,2.2787511,2.2787511,15.614572,5.5351248,3.8825278,3.3824668,3.2327626,3.2327626,2.4749026,0.73429155,0.45570898,0.37957159,0.35904393,0.35904393,1.0451068,0.86313069,0.82537484,0.8137877,0.81010801,0.81010801,1.3957845,2.3488593,3.1829727,3.6237977,3.774441,3.774441,428,1053,2127,2808,2998,2998,2.001085,2.5120802,2.7626712,2.6415758,2.5334814,2.5334814,1,33,-77700,-18900,4
65570,245,1877305.9,19830301000,0.98424,1.3737905,1.6797099,2.0715494,2.2810035,2.2810035,14.499245,5.4848757,3.8716829,3.376507,3.2277162,3.2277162,2.2981238,0.72762549,0.45443606,0.37890276,0.35848346,0.35848346,1.030224,0.86204749,0.82510149,0.81362659,0.80996782,0.80996782,1.4262295,2.3612168,3.1890874,3.6284289,3.7787788,3.7787788,428,1053,2127,2808,2998,2998,2.0184085,2.509979,2.7589653,2.6379046,2.5297883,2.5297883,1,34,-77700,-18200,4
65571,229,1685725.5,16833950000,0.99619466,1.3786428,1.682111,2.0733678,2.2827067,2.2827067,13.327589,5.4242697,3.858418,3.3692005,3.2215271,3.2215271,2.1124167,0.71958542,0.4528791,0.37808287,0.35779604,0.35779604,1.0138088,0.86073136,0.82476634,0.8134287,0.80979562,0.80979562,1.4637002,2.3764257,3.1966133,3.634129,3.7841175,3.7841175,428,1053,2127,2808,2998,2998,2.0459468,2.5103097,2.7558877,2.6345155,2.5263021,2.5263021,1,35,-77700,-17500,4
65572,217,1561649.4,14874440000,0.99980611,1.3801087,1.6828364,2.0739174,2.2832212,2.2832212,12.566012,5.3796864,3.8485289,3.3637414,3.2169006000000002,3.2169006000000002,1.9917073,0.71367103,0.45171836,0.37747025,0.35728222,0.35728222,1.0026528,0.85975641,0.82451588,0.8132807,0.80966675,0.80966675,1.4918033,2.3878326,3.2022579,3.6384039,3.7881215,3.7881215,428,1053,2127,2808,2998,2998,2.0710449,2.512639,2.7546384,2.6327798,2.5244431,2.5244431,1,36,-77700,-16800,4
65573,204,1429615.1,12665520000,0.99857128,1.3796076,1.6825883,2.0737295,2.2830453,2.2830453,11.833465,5.3322077,3.8378727,3.3578472,3.2119036,3.2119036,1.8755988,0.70737249,0.45046762,0.37680882,0.35672724,0.35672724,0.99151504,0.85871166,0.82424545,0.8131206,0.8095274,0.8095274,1.5222483,2.4001901,3.2083726,3.6430352,3.792459,3.792459,428,1053,2127,2808,2998,2998,2.1025202,2.517163,2.7543023,2.6316743,2.5231559,2.5231559,1,37,-77700,-16100,6
65574,195,1372287.1,11686500000,0.99874115,1.349153,1.6675187,2.0623157,2.2723553,2.2723553,11.733788,5.2292557,3.8143125,3.3447728,3.2008123,3.2008123,1.8789036,0.69371486,0.44770223,0.37534165,0.35549539,0.35549539,0.99190152,0.85642284,0.82364553,0.81276482,0.80921751,0.80921751,1.5208845,2.4277565,3.2220132,3.6533666,3.8021355,3.8021355,408,1053,2127,2808,2998,2998,2.1010146,2.5641518,2.7719131,2.6431296,2.5333254,2.5333254,1,38,-77700,-15400,6
131096,192,1323108,11136720000,0.99884552,1.3379922,1.661996,2.0581329,2.2684376,2.2684376,11.706438,5.1946707,3.8062551,3.3402882,3.1970053,3.1970053,1.8815026,0.68912679,0.44675651,0.37483838,0.35507259,0.35507259,0.99218297,0.85564661,0.82343972,0.81264251,0.80911094,0.80911094,1.52,2.4372623,3.2267168,3.656929,3.8054721,3.8054721,401,1053,2127,2808,2998,2998,2.1000431,2.58095,2.7783129,2.6473322,2.5370698,2.5370698,2,24,-77000,-25200,8
131097,198,1299015.2,10590860000,0.99971712,1.3447607,1.6653453,2.0606697,2.2708135,2.2708135,11.965964,5.2292557,3.8143125,3.3447728,3.2008123,3.2008123,1.9191176,0.69371486,0.44770223,0.37534165,0.35549539,0.35549539,0.9958545,0.85642284,0.82364553,0.81276482,0.80921751,0.80921751,1.509901,2.4277565,3.2220132,3.6533666,3.8021355,3.8021355,405,1053,2127,2808,2998,2998,2.0892169,2.5697279,2.7746723,2.6452193,2.5352829,2.5352829,2,25,-77000,-24500,6
131098,214,1455333.8,13091820000,0.99998409,1.3787053,1.6821419,2.0733912,2.2827287,2.2827287,12.411628,5.3649879,3.8452437,3.3619256,3.2153614,3.2153614,1.9682165,0.71172112,0.45133278,0.3772665,0.35711128,0.35711128,1.0004398,0.85943371,0.82443255,0.81323141,0.80962384,0.80962384,1.4976525,2.3916349,3.2041392,3.6398289,3.7894561,3.7894561,427,1053,2127,2808,2998,2998,2.076746,2.5156846,2.7553501,2.6330566,2.5246248,2.5246248,2,26,-77000,-23800,4
131099,228,1597206.5,15337490000,0.99641961,1.3772619,1.6814277,2.0728502,2.282222,2.282222,13.289218,5.4167876,3.8567662,3.3682895,3.2207551,3.2207551,2.1073835,0.71859288,0.45268524,0.37798062,0.3577103,0.3577103,1.0133644,0.86056817,0.8247245,0.81340402,0.80977416,0.80977416,1.4647887,2.3783269,3.1975541,3.6348414,3.7847848,3.7847848,427,1053,2127,2808,2998,2998,2.0468483,2.5127234,2.75668,2.6349838,2.5267017,2.5267017,2,27,-77000,-23100,4
131100,245,1783189,18135880000,0.98365706,1.3720937,1.6788703,2.0709136,2.2804079,2.2804079,14.537376,5.4810481,3.8708513,3.3760493,3.2273288,3.2273288,2.3053143,0.72711772,0.45433843,0.37885141,0.35844043,0.35844043,1.0308638,0.8619647,0.82508045,0.81361419,0.80995703,0.80995703,1.4248827,2.3621674,3.1895578,3.6287851,3.7791123,3.7791123,427,1053,2127,2808,2998,2998,2.0175457,2.5123982,2.7599585,2.6385906,2.5304112,2.5304112,2,28,-77000,-22400,4
131101,258,1920424.4,20072360000,0.96843123,1.3673738,1.6765349,2.0691445,2.2787511,2.2787511,15.614572,5.5351248,3.8825278,3.3824668,3.2327626,3.2327626,2.4749026,0.73429155,0.45570898,0.37957159,0.35904393,0.35904393,1.0451068,0.86313069,0.82537484,0.8137877,0.81010801,0.81010801,1.3957845,2.3488593,3.1829727,3.6237977,3.774441,3.774441,428,1053,2127,2808,2998,2998,2.001085,2.5120802,2.7626712,2.6415758,2.5334814,2.5334814,2,29,-77000,-21700,4
131102,256,1863483.1,19210940000,0.97122395,1.3685074,1.6770958,2.0695693,2.2791491,2.2791491,15.431945,5.5273342,3.8808556,3.3815486,3.2319853,3.2319853,2.4459562,0.73325807,0.45551267,0.37946853,0.35895759,0.35895759,1.0427154,0.8629632,0.8253327,0.8137629,0.81008643,0.81008643,1.4004683,2.3507605,3.1839135,3.62451,3.7751083,3.7751083,428,1053,2127,2808,2998,2998,2.0034513,2.5116167,2.7620296,2.6409566,2.5328624,2.5328624,2,30,-77000,-21000,4
131103,254,1821874.9,18577861000,0.97388476,1.3695874,1.6776302,2.0699742,2.2795281,2.2795281,15.253541,5.5195661,3.8791845,3.3806307,3.2312083,3.2312083,2.4176793,0.7322275,0.45531654,0.37936553,0.35887128,0.35887128,1.0403627,0.86279607,0.82529062,0.81373811,0.81006485,0.81006485,1.4051522,2.3526616,3.1848543,3.6252227,3.7757757,3.7757757,428,1053,2127,2808,2998,2998,2.0059271,2.5112045,2.7614143,2.6403575,2.5322618,2.5322618,2,31,-77000,-20300,4
131104,256,1855116.9,19095300000,0.97122395,1.3685074,1.6770958,2.0695693,2.2791491,2.2791491,15.431945,5.5273342,3.8808556,3.3815486,3.2319853,3.2319853,2.4459562,0.73325807,0.45551267,0.37946853,0.35895759,0.35895759,1.0427154,0.8629632,0.8253327,0.8137629,0.81008643,0.81008643,1.4004683,2.3507605,3.1839135,3.62451,3.7751083,3.7751083,428,1053,2127,2808,2998,2998,2.0034513,2.5116167,2.7620296,2.6409566,2.5328624,2.5328624,2,32,-77000,-19600,4
131105,258,1903748.5,19841079000,0.96843123,1.3673738,1.6765349,2.0691445,2.2787511,2.2787511,15.614572,5.5351248,3.8825278,3.3824668,3.2327626,3.2327626,2.4749026,0.73429155,0.45570898,0.37957159,0.35904393,0.35904393,1.0451068,0.86313069,0.82537484,0.8137877,0.81010801,0.81010801,1.3957845,2.3488593,3.1829727,3.6237977,3.774441,3.774441,428,1053,2127,2808,2998,2998,2.001085,2.5120802,2.7626712,2.6415758,2.5334814,2.5334814,2,33,-77000,-18900,4
131106,246,1774953.2,18065809000,0.9832195,1.3733763,1.679505,2.0713942,2.280858,2.280858,14.579351,5.488709,3.872515,3.3769646,3.2281039,3.2281039,2.3108206,0.72813398,0.45453373,0.37895414,0.3585265,0.3585265,1.0313158,0.86213034,0.82512248,0.81363899,0.8099786,0.8099786,1.4238876,2.3602662,3.1886172,3.6280727,3.778445,3.778445,428,1053,2127,2808,2998,2998,2.0169139,2.5100646,2.7592118,2.6381576,2.5300448,2.5300448,2,34,-77000,-18200,4
131107,229,1583338.4,15237530000,0.99619466,1.3786428,1.682111,2.0733678,2.2827067,2.2827067,13.327589,5.4242697,3.858418,3.3692005,3.2215271,3.2215271,2.1124167,0.71958542,0.4528791,0.37808287,0.35779604,0.35779604,1.0138088,0.86073136,0.82476634,0.8134287,0.80979562,0.80979562,1.4637002,2.3764257,3.1966133,3.634129,3.7841175,3.7841175,428,1053,2127,2808,2998,2998,2.0459468,2.5103097,2.7558877,2.6345155,2.5263021,2.5263021,2,35,-77000,-17500,4
131108,214,1414602,12513620000,0.99999607,1.3801858,1.6828746,2.0739462,2.2832484,2.2832484,12.389027,5.3686552,3.8460646,3.3623793,3.2157462,3.2157462,1.9636551,0.71220762,0.4514291,0.3773174,0.35715398,0.35715398,1,0.8595143,0.82445335,0.81324369,0.80963457,0.80963457,1.498829,2.3906844,3.2036688,3.6394727,3.7891223,3.7891223,428,1053,2127,2808,2998,2998,2.0779123,2.5134985,2.754467,2.6324532,2.5240791,2.5240791,2,36,-77000,-16800,4
131109,198,1250730.8,9897020400,0.9989118,1.3570554,1.671429,2.0652773,2.2751293,2.2751293,11.800271,5.257257,3.8207829,3.3483694,3.2038643,3.2038643,1.8846262,0.69742954,0.44846171,0.37574524,0.35583436,0.35583436,0.99244684,0.85704857,0.82381058,0.81286281,0.80930287,0.80930287,1.5194175,2.4201522,3.2182503,3.6505165,3.7994661,3.7994661,413,1053,2127,2808,2998,2998,2.0994051,2.5519376,2.7674112,2.6402371,2.5307703,2.5307703,2,37,-77000,-16100,6
131110,192,1260363.9,10191020000,0.99823147,1.3441901,1.6650629,2.0604558,2.2706132,2.2706132,11.627305,5.2084498,3.809474,3.3420806,3.1985271,3.1985271,1.864803,0.69095474,0.44713435,0.37503952,0.35524157,0.35524157,0.9905169,0.85595632,0.82352197,0.81269145,0.80915356,0.80915356,1.5247525,2.43346,3.2248354,3.655504,3.8041375,3.8041375,405,1053,2127,2808,2998,2998,2.1053081,2.5720303,2.774662,2.6448245,2.5347979,2.5347979,2,38,-77000,-15400,6
131111,187,1304914,11055870000,0.99672723,1.3388015,1.6623964,2.0584362,2.2687218,2.2687218,11.4133,5.1809645,3.8030419,3.3384976,3.1954851,3.1954851,1.8334063,0.68730849,0.44637936,0.37463745,0.35490373,0.35490373,0.98739117,0.85533792,0.82335752,0.8125937,0.80906838,0.80906838,1.5336658,2.4410646,3.2285984,3.658354,3.8068068,3.8068068,402,1053,2127,2808,2998,2998,2.1154776,2.5808814,2.7775187,2.6464734,2.5361891,2.5361891,2,39,-77000,-14700,8
196631,185,1305787.5,11237170000,0.99568468,1.3384041,1.6621999,2.0582874,2.2685823,2.2685823,11.307621,5.1741385,3.8014371,3.3376029,3.1947255,3.1947255,1.8164303,0.68640298,0.44619101,0.37453708,0.35481939,0.35481939,0.98568243,0.85518402,0.82331651,0.81256926,0.8090471,0.8090471,1.5386534,2.4429657,3.2295392,3.6590667,3.8074741,3.8074741,402,1053,2127,2808,2998,2998,2.1213365,2.5818431,2.7776155,2.6464183,2.5360992,2.5360992,3,23,-76300,-25900,8
196632,188,1227987,9940629500,0.9974016,1.3374431,1.6617243,2.0579271,2.268245,2.268245,11.485561,5.1809645,3.8030419,3.3384976,3.1954851,3.1954851,1.8460026,0.68730849,0.44637936,0.37463745,0.35490373,0.35490373,0.98865473,0.85533792,0.82335752,0.8125937,0.80906838,0.80906838,1.53,2.4410646,3.2285984,3.658354,3.8068068,3.8068068,401,1053,2127,2808,2998,2998,2.1112485,2.5826342,2.7783861,2.6471305,2.5368042,2.5368042,3,24,-76300,-25200,8
196633,195,1201162.5,9306080300,0.99935716,1.3414156,1.66369,2.0594161,2.2696395,2.2696395,11.83554,5.211906,3.8102796,3.3425291,3.1989076,3.1989076,1.9002192,0.69141322,0.44722888,0.37508985,0.35528386,0.35528386,0.99401718,0.85603392,0.82354254,0.81270367,0.80916423,0.80916423,1.5149254,2.4325094,3.224365,3.6551478,3.8038039,3.8038039,403,1053,2127,2808,2998,2998,2.0945415,2.5753064,2.7764745,2.6462617,2.5361631,2.5361631,3,25,-76300,-24500,6
196634,205,1257229.2,10143000000,0.99898219,1.3782995,1.6819412,2.0732393,2.2825863,2.2825863,11.906177,5.3322077,3.8378727,3.3578472,3.2119036,3.2119036,1.888063,0.70737249,0.45046762,0.37680882,0.35672724,0.35672724,0.99273443,0.85871166,0.82424545,0.8131206,0.8095274,0.8095274,1.5187794,2.4001901,3.2083726,3.6430352,3.792459,3.792459,427,1053,2127,2808,2998,2998,2.0987084,2.5188656,2.7551448,2.6323125,2.5237534,2.5237534,3,26,-76300,-23800,4
196635,227,1489077.5,13524490000,0.99688143,1.3774488,1.6815202,2.0729203,2.2822876,2.2822876,13.222438,5.4130545,3.8559411,3.3678341,3.2203691,3.2203691,2.0967934,0.71809769,0.45258835,0.37792951,0.35766745,0.35766745,1.0124,0.86048669,0.82470363,0.81339169,0.80976343,0.80976343,1.4671361,2.3792775,3.1980245,3.6351976,3.7851183,3.7851183,427,1053,2127,2808,2998,2998,2.0488114,2.5128546,2.7565441,2.634815,2.5265241,2.5265241,3,27,-76300,-23100,4
196636,244,1662878.4,16027410000,0.98466611,1.3725023,1.6790725,2.0710666,2.2805514,2.2805514,14.4575,5.4772263,3.8700199,3.375592,3.2269413,3.2269413,2.2926478,0.72661066,0.45424086,0.37880009,0.35839739,0.35839739,1.0297723,0.86188197,0.82505947,0.81360179,0.8099463,0.8099463,1.42723,2.3631179,3.1900282,3.6291413,3.7794461,3.7794461,427,1053,2127,2808,2998,2998,2.0190551,2.5123172,2.7597146,2.6383395,2.5301566,2.5301566,3,28,-76300,-22400,4
196637,258,1806852.8,18023670000,0.96843123,1.3673738,1.6765349,2.0691445,2.2787511,2.2787511,15.614572,5.5351248,3.8825278,3.3824668,3.2327626,3.2327626,2.4749026,0.73429155,0.45570898,0.37957159,0.35904393,0.35904393,1.0451068,0.86313069,0.82537484,0.8137877,0.81010801,0.81010801,1.3957845,2.3488593,3.1829727,3.6237977,3.774441,3.774441,428,1053,2127,2808,2998,2998,2.001085,2.5120802,2.7626712,2.6415758,2.5334814,2.5334814,3,29,-76300,-21700,4
196638,256,1750145.2,17199489000,0.97122395,1.3685074,1.6770958,2.0695693,2.2791491,2.2791491,15.431945,5.5273342,3.8808556,3.3815486,3.2319853,3.2319853,2.4459562,0.73325807,0.45551267,0.37946853,0.35895759,0.35895759,1.0427154,0.8629632,0.8253327,0.8137629,0.81008643,0.81008643,1.4004683,2.3507605,3.1839135,3.62451,3.7751083,3.7751083,428,1053,2127,2808,2998,2998,2.0034513,2.5116167,2.7620296,2.6409566,2.5328624,2.5328624,3,30,-76300,-21000,4
196639,254,1709438.2,16605610000,0.97388476,1.3695874,1.6776302,2.0699742,2.2795281,2.2795281,15.253541,5.5195661,3.8791845,3.3806307,3.2312083,3.2312083,2.4176793,0.7322275,0.45531654,0.37936553,0.35887128,0.35887128,1.0403627,0.86279607,0.82529062,0.81373811,0.81006485,0.81006485,1.4051522,2.3526616,3.1848543,3.6252227,3.7757757,3.7757757,428,1053,2127,2808,2998,2998,2.0059271,2.5112045,2.7614143,2.6403575,2.5322618,2.5322618,3,31,-76300,-20300,4
196640,256,1741493.5,17083850000,0.97122395,1.3685074,1.6770958,2.0695693,2.2791491,2.2791491,15.431945,5.5273342,3.8808556,3.3815486,3.2319853,3.2319853,2.4459562,0.73325807,0.45551267,0.37946853,0.35895759,0.35895759,1.0427154,0.8629632,0.8253327,0.8137629,0.81008643,0.81008643,1.4004683,2.3507605,3.1839135,3.62451,3.7751083,3.7751083,428,1053,2127,2808,2998,2998,2.0034513,2.5116167,2.7620296,2.6409566,2.5328624,2.5328624,3,32,-76300,-19600,4
196641,258,1789612.9,17792389000,0.96843123,1.3673738,1.6765349,2.0691445,2.2787511,2.2787511,15.614572,5.5351248,3.8825278,3.3824668,3.2327626,3.2327626,2.4749026,0.73429155,0.45570898,0.37957159,0.35904393,0.35904393,1.0451068,0.86313069,0.82537484,0.8137877,0.81010801,0.81010801,1.3957845,2.3488593,3.1829727,3.6237977,3.774441,3.774441,428,1053,2127,2808,2998,2998,2.001085,2.5120802,2.7626712,2.6415758,2.5334814,2.5334814,3,33,-76300,-18900,4
196642,243,1627849.8,15580040000,0.986184,1.3745795,1.6801004,2.0718451,2.2812805,2.2812805,14.341644,5.4772263,3.8700199,3.375592,3.2269413,3.2269413,2.2731442,0.72661066,0.45424086,0.37880009,0.35839739,0.35839739,1.0280648,0.86188197,0.82505947,0.81360179,0.8099463,0.8099463,1.4309133,2.3631179,3.1900282,3.6291413,3.7794461,3.7794461,428,1053,2127,2808,2998,2998,2.0214782,2.5098455,2.7584918,2.6374133,2.529289,2.529289,3,34,-76300,-18200,4
196643,226,1444753.1,12955110000,0.99773061,1.3807344,1.683146,2.0741518,2.2834411,2.2834411,13.101304,5.4167876,3.8567662,3.3682895,3.2207551,3.2207551,2.0755205,0.71859288,0.45268524,0.37798062,0.3577103,0.3577103,1.0104307,0.86056817,0.8247245,0.81340402,0.80977416,0.80977416,1.4719626,2.3783269,3.1975541,3.6348414,3.7847848,3.7847848,429,1053,2127,2808,2998,2998,2.0529315,2.508462,2.7545712,2.6333866,2.5252059,2.5252059,3,35,-76300,-17500,4
196644,212,1306175.5,10861830000,0.99996442,1.380173,1.6828681,2.0739415,2.2832439,2.2832439,12.27378,5.3613257,3.8444233,3.3614719,3.2149768,3.2149768,1.9453886,0.71123528,0.45123649,0.37721559,0.35706857,0.35706857,0.99825984,0.85935318,0.82441175,0.81321907,0.80961317,0.80961317,1.5035129,2.3925855,3.2046096,3.6401854,3.7897897,3.7897897,428,1053,2127,2808,2998,2998,2.0826225,2.514133,2.754384,2.6322594,2.5238588,2.5238588,3,36,-76300,-16800,4
196645,195,1151348.2,8612240400,0.99874115,1.349153,1.6675187,2.0623157,2.2723553,2.2723553,11.733788,5.2292557,3.8143125,3.3447728,3.2008123,3.2008123,1.8789036,0.69371486,0.44770223,0.37534165,0.35549539,0.35549539,0.99190152,0.85642284,0.82364553,0.81276482,0.80921751,0.80921751,1.5208845,2.4277565,3.2220132,3.6533666,3.8021355,3.8021355,408,1053,2127,2808,2998,2998,2.1010146,2.5641518,2.7719131,2.6431296,2.5333254,2.5333254,3,37,-76300,-16100,6
196646,190,1184265.2,9237969900,0.99802077,1.3392946,1.6626405,2.0586209,2.2688949,2.2688949,11.575574,5.1912374,3.8054514,3.3398402,3.1966252,3.1966252,1.8594737,0.68867135,0.44666219,0.37478814,0.35503036,0.35503036,0.98999584,0.85556936,0.82341915,0.8126303,0.80910027,0.80910027,1.5261846,2.4382129,3.2271872,3.6572855,3.8058059,3.8058059,402,1053,2127,2808,2998,2998,2.106916,2.5795376,2.7774239,2.6465943,2.5363598,2.5363598,3,38,-76300,-15400,6
196647,186,1246243.8,10330180000,0.99669433,1.335554,1.6607895,2.0572193,2.2675819,2.2675819,11.396412,5.170732,3.8006353,3.3371558,3.194346,3.194346,1.8326579,0.68595111,0.4460969,0.37448689,0.35477722,0.35477722,0.98731887,0.85510713,0.82329595,0.81255704,0.80903643,0.80903643,1.5338346,2.4439163,3.2300093,3.6594229,3.8078079,3.8078079,400,1053,2127,2808,2998,2998,2.1156738,2.5857637,2.7793663,2.64768,2.5372617,2.5372617,3,39,-76300,-14700,8
196648,180,1296622.5,11335660000,0.99372524,1.3311764,1.6586235,2.0555785,2.2660453,2.2660453,11.117233,5.1436424,3.7942328,3.3335834,3.1913121,3.1913121,1.789693,0.68235737,0.44534543,0.37408599,0.35444024,0.35444024,0.98296803,0.85449445,0.82313204,0.81245947,0.80895138,0.80895138,1.5465995,2.4515209,3.2337723,3.6622729,3.8104773,3.8104773,398,1053,2127,2808,2998,2998,2.1309206,2.5931625,2.7815185,2.648798,2.5381558,2.5381558,3,40,-76300,-14000,8
262166,165,1181021.8,10221400000,0.99046153,1.5518385,1.6006541,1.8825482,2.2260048,2.4134245,12.792325,5.8212495,3.4652672,2.8460836,2.6208339,2.5354104,2.1968372,0.8865326,0.44374889,0.32989097,0.29375616,0.28159311,1.0243336,0.87435985,0.81172657,0.79670024,0.79118812,0.78887105,1.4425676,2.1083171,3.2353401,4.0165577,4.3903818,4.5375376,297,518,1280,2296,2829,2998,2.0295792,2.1551328,2.8875391,3.0113547,2.8629677,2.7624667,4,22,-75600,-26600,8
262167,181,1233415.1,10330180000,0.99378806,1.3344517,1.6602441,2.0568061,2.267195,2.267195,11.135026,5.1537681,3.7966313,3.3349221,3.1924491,3.1924491,1.7906245,0.68370062,0.44562691,0.37423623,0.35456654,0.35456654,0.98306429,0.85472369,0.82319343,0.81249607,0.80898327,0.80898327,1.5463659,2.4486692,3.2323613,3.6612041,3.8094761,3.8094761,400,1053,2127,2808,2998,2998,2.1306345,2.5882652,2.7796597,2.6475821,2.5370743,2.5370743,4,23,-75600,-25900,8
